v	ID	###	Noun base	Verb base	PROPERTIES	group	trans?	object	argument	locative argument	weak / optional argument	Examples: Positive	Examples: Negative + Question	NEGATIVE examples: should NOT match	Noun examples	GROUPS + COMMENTS + NOTES		DISTRACTORS
					*CONCEPTS*													
	1094	4.8		vaikuttaa			Intransitive	—	HEAD:Noun + Case:Illative			En voi vaikuttaa asiaan mitenkään.						
					*CONCEPTS*													
	1095	2.4		vaikuttaa		AISTI	Intransitive	—	HEAD:Noun + Case:Ablative / POS:Adjective + Case:Ablative			Hän vaikutti tutulta.						
					*CONCEPTS*				Syntax-ablatiivi-aisti									
	1096			vainota			Transitive	HEAD:Noun + Case:Partitive				He vainoavat täällä muukalaisia.						
					*CONCEPTS*													
	1097			vaipua			Intransitive	—	HEAD:Noun + Case:Illative			Älä vaivu epätoivoon!						
					*CONCEPTS*													
	1099			vaivata			Transitive	HEAD:Noun + Case:Partitive				Mikä sinua vaivaa?						
					*CONCEPTS*													
	1100			vaivautua			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän ei vaivautunut edes sanomaan päivää minulle.						
					*CONCEPTS*													
	1101			vajota			Intransitive	—	HEAD:Noun + Case:Illative			Vene vajosi järven pohjaan.						
					*CONCEPTS*													
	1102			vakuuttaa		KOMMUNIKAATIO	Transitive	että-lause		HEAD:Noun + Case:Allative		Virkailija vakuutti minulle, että asia hoidetaan.						
					*CONCEPTS*					Syntax-allatiivi-kommunikaatio								
	1103			vakuuttaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			Vakuutin talon miljoonasta eurosta.	Talomme on vakuutettu miljoonasta eurosta.					
					*CONCEPTS*													
	1104			vakuuttaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative / POS:Adjective + Case:Translative			Edellä antamani tiedot vakuutan oikeiksi.						
					*CONCEPTS*													
	1105			valehdella		KOMMUNIKAATIO	Intransitive	—	HEAD:Noun + Case:Allative			Älä valehtele minulle!						
					*CONCEPTS*				Syntax-allatiivi-kommunikaatio									
	1106			valita			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative			Valitsimme hänet presidentiksi.						
					*CONCEPTS*													
	1107			valita		(+minen)	Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Valitsimme Kosken johtamaan kokousta. // Valitsin vapaaehtoisesti maalla asumisen.						
					*CONCEPTS*													
	1109			valittaa			Transitive	HEAD:Noun + Case:Partitive				Hän valitti päänsärkyä.						
					*CONCEPTS*													
	1110			valittaa			Intransitive	—	HEAD:Noun + Case:Elative			Hän valittaa aina kaikesta.						
					*CONCEPTS*													
	1111			valittaa		KOMMUNIKAATIO	Intransitive	—	HEAD:Noun + Case:Elative	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative								
					*CONCEPTS*					Syntax-allatiivi-kommunikaatio								
	1114	4.8		valmistautua			Intransitive	—	HEAD:Noun + Case:Illative			Millä tavalla voisin valmistautua tenttiin?						
					*CONCEPTS*													
	1115			valmistautua			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän valmistautui lähtemään matkalle.						
					*CONCEPTS*													
	1116	2.7		valmistua			Intransitive	—	HEAD:Noun-ONLY + Case:Translative			Hän valmistui insinööriksi.						
					*CONCEPTS*													
	1117	2.7		valmistua			Intransitive	—	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Hän valmistui teknillisestä korkeakoulusta.	Hän valmistui maalarikurssilta.					
					*CONCEPTS*													
	1122			valvoa			Transitive	HEAD:Noun + Case:Partitive				Poliisi valvoo liikennettä.						
					*CONCEPTS*													
	1123			vapauttaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative			Poliisi vapautti miehen vankilasta.						
					*CONCEPTS*													
	1124			vapautua			Intransitive	—	HEAD:Noun + Case:Elative			Hän vapautuu vankilasta vuoden kuluttua.						
					*CONCEPTS*													
	1125			vapista			Intransitive	—	HEAD:Noun + Case:Elative			Koira vapisi kylmästä.						
					*CONCEPTS*													
	1126			varastaa			Transitive	HEAD:Noun + Case:Objective			HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative	Poika varasti lompakon turistin taskusta.	Poika varasti lompakon minulta.					
					*CONCEPTS*													
	1127			varata		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative		Varasi ajan lääkärin vastaanotolle.  //  Matkatoimisto varaa itselleen oikeuden ohjelmanmuutoksiin.	Huone on varattu tupakoiville.  //  Huone on varattu opiskelijoiden käyttöön.					
					*CONCEPTS*					syntax-allative-omistaminen								
	1128			varata			Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative		Varasin liput ensimmäiseltä riviltä.  //  Varasin pöydän jostakin ravintolasta.	Varataan liput ensimmäiseltä riviltä.  //  Varataan pöytä jostakin ravintolasta.					
					*CONCEPTS*													
	1129			varautua			Intransitive	—	HEAD:Noun + Case:Illative			Varautukaa pahimpaan!						
					*CONCEPTS*													
	1130			varautua			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Olen varautunut lähtemään heti, kun pyydetään.						
					*CONCEPTS*													
	1131			varjella		ESTE	Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Ablative			Varjelemme luontoa saastumiselta.						
					*CONCEPTS*				syntax-ablative-este									
	1132			varjella			Transitive	HEAD:Noun + Case:Partitive	POS:Verb + INF_FORM:Inf-Ma + Case:Elative			Varjelen tätä kasvia kuivumasta.						
					*CONCEPTS*													
	1133			varmistaa		LÄHDE	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Varmistin rehtorilta, että näin voi tehdä.						
					*CONCEPTS*				Syntax-ablatiivi-lähde									
	1134			varmistua			Intransitive	—	HEAD:Noun + Case:Elative			Varmistu siitä, että asia on totta!						
					*CONCEPTS*													
	1135			varoa			Transitive	HEAD:Noun + Case:Partitive				Varomme vihaista koiraa.						
					*CONCEPTS*													
	1136			varoa			Transitive	POS:Verb + INF_FORM:Inf-Ma + Case:Elative				Varomme tekemästä virheitä.						
					*CONCEPTS*													
	1137			varoittaa			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Elative			Varoitan sinua.	Varoitin sinua tästä.					
					*CONCEPTS*													
	1138			varoittaa			Transitive	HEAD:Noun + Case:Partitive	POS:Verb + INF_FORM:Inf-Ma + Case:Elative			Varoitin lapsia menemästä rantaan.						
					*CONCEPTS*													
	1139			vartioida			Transitive	HEAD:Noun + Case:Partitive				Koira vartioi taloa.						
					*CONCEPTS*													
	1140			vastata		KOMMUNIKAATIO	Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Vastatkaa kysymykseen!	Vastatkaa minulle!					
					*CONCEPTS*				Syntax-allatiivi-kommunikaatio									
	1141			vastata			Intransitive	—	HEAD:Noun + Case:Elative			Jokainen vastaa omista teoistaan.// Ne vastaavat siitä, että niiden tuotteet vastaavat voimassa olevia EU:n määräyksiä						
					*CONCEPTS*													
	1141			vastata		??? different sense	Transitive	HEAD:Noun + Case:Partitive				Yksi kuponki vastaa yhtä palvelua						
					*CONCEPTS*													
	1142			vastustaa		(+minen)	Transitive	HEAD:Noun + Case:Partitive				Vastustatte minua. // Vastustamme ydinvoimalan rakentamista.						
					*CONCEPTS*													
	1148			vedota			Intransitive	—	HEAD:Noun + Case:Illative			Tuo mainos vetoaa nuorisoon.						
					*CONCEPTS*													
	1149			velvoittaa			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Velvoitan teidät tulemaan paikalle ajoissa.						
					*CONCEPTS*													
	1150			verrata			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Illative			Häntä on verrattu Staliniin.	verrata avioliittoa orjuuteen				Vertaa hintaa laatuun!	
					*CONCEPTS*													
	1151			viedä		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative									
					*CONCEPTS*				syntax-allative-omistaminen									
	1152			viedä			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative									
					*CONCEPTS*													
	1153			viedä			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän vie meidät illalla ulos syömään.						
					*CONCEPTS*													
	1154			vierailla			Intransitive	—		HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive		Vierailimme monessa perheessä.	Vierailimme monella paikkakunnalla.					
					*CONCEPTS*													
	1155	2.6		viettää			Transitive	HEAD:Noun + Case:Partitive				Vietämme joulua. // Lapset viettivät paljon aikaa mummolassa.						
					*CONCEPTS*													
	1156			viettää			Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive		Vietimme joulun Lapissa. // Vietimme yön parvekkeella.						
					*CONCEPTS*													
	1157			vihata		(+minen)	Transitive	HEAD:Noun + Case:Partitive				Vihaan häntä. // Vihaan vaatteiden silittämistä.						
					*CONCEPTS*													
	1159			viihdyttää			Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Adessive			Yritin viihdyttää vierasta anekdooteilla.	Hän viihdytti meitä hauskoilla jutuillaan					
					*CONCEPTS*													
	1160			viihdyttää			Transitive	HEAD:Noun + Case:Partitive	POS:Verb + INF_FORM:Inf-Ma + Case:Adessive			Yritin viihdyttää vierasta laulamalla joululauluja.						
					*CONCEPTS*													
	1161	2.7		viihtyä			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Viihdytkö uudessa työpaikassasi?	Viihdytkö uudessa maalla?					
					*CONCEPTS*													
	1162			viipyä			Intransitive	—	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Viivyn Suomessa.	Viivyn matkalla vain pari viikkoa.					
					*CONCEPTS*													
	1163			viitata			Intransitive	—	HEAD:Noun + Case:Illative			Ministeri viittasi tähän asiaan.						
					*CONCEPTS*													
	1164			viitsiä			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				En viitsi nousta niin aikaisin.						
					*CONCEPTS*													
	1165			viivyttää			Transitive	HEAD:Noun + Case:Partitive				Kova tuuli viivytti laivan lähtöä.						
					*CONCEPTS*													
	1166			vilkaista			Transitive	HEAD:Noun + Case:Partitive				Voisin vilkaista tätä tekstiä.						
					*CONCEPTS*													
	1167			vilkaista			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative		HEAD:Noun + Case:Elative	Hän vilkaisi minuun.	Hän vilkaisi ikkunasta kadulle.					
					*CONCEPTS*													
	1168			vilkuttaa		KOMMUNIKAATIO	Transitive	HEAD:Noun + Case:Partitive		HEAD:Noun + Case:Allative		Keltaista vilkuttavat liikennevalot.  //  Vilkuttaa lampulla hätämerkkiä.						
					*CONCEPTS*					Syntax-allatiivi-kommunikaatio								
	1169			vilkuttaa		KOMMUNIKAATIO	Intransitive	—				Lapset vilkuttivat meille.						
					*CONCEPTS*													
	1171			virkistyä			Intransitive	—	HEAD:Noun + Case:Elative			He virkistyivät lomamatkasta.						
					*CONCEPTS*													
	1170			virkistää			Transitive	HEAD:Noun + Case:Partitive				Lomamatka virkisti heitä						
					*CONCEPTS*													
	1172			voida		MODAL	Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				Olot, joissa puu voi kasvaa.  //  Asia voidaan vielä hoitaa.	Koska täällä ei ole pianoa, en voi nyt soittaa.  //  Potilasta ei voitu pelastaa.					
					*CONCEPTS*													
	1173			voida XXX		OMISTAMINEN	Transitive	HEAD:Noun + Case:Partitive	HEAD:Noun + Case:Allative			Minkä minä sille voin, että ihmiset juoruavat.  //  Taudille eivät lääkäritkään voineet mitään.	Tälle asialle en voi yhtään mitään.			Lari: this is quite special use. I cannot invent examples where obejct would not be pronoun		
					*CONCEPTS*				syntax-allative-omistaminen									
	1174			voittaa			Transitive	HEAD:Noun + Case:Objective		HEAD:Noun + Case:Inessive		Voitti lotossa miljoonan.	Viivytteli voittaakseen aikaa.				Mies voitti paljon rahaa lotossa.	
					*CONCEPTS*													
	1175			voittaa			Intransitive	—		HEAD:Noun + Case:Inessive		demokraatit voittivat vaaleissa.  //  en koskaan voita korttipelissä.						
					*CONCEPTS*													
	1176			voittaa			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Adessive	HEAD:Noun + Case:Inessive		vienti voitti tuonnin.  //  He voittivat mestaruuden helposti.	Voitti vastustajansa viidellä pisteellä.  //  Voitti kolmannen palkinnon suunnittelukilpailussa.					
					*CONCEPTS*													
	1177			vuokrata		OMISTAMINEN	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Allative			He vuokrasivat huoneen kahdelle opiskelijalle.						
					*CONCEPTS*				syntax-allative-omistaminen									
	1178			vuokrata		LÄHDE	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Elative / HEAD:Noun + Case:Ablative			Vuokrasin sahan rautakaupasta. // Vuokrasin tallipaikan hevostilalta.						
					*CONCEPTS*				Syntax-ablatiivi-lähde									
	1087			vähetä			Intransitive	—	HEAD:Noun + Case:Illative			Läänien määrä väheni viiteen.				(=vähetä,vähentyä)		
					*CONCEPTS*													
	1086			vähentää			Transitive	HEAD:Noun + Case:Partitive				Yritän vähentää tupakanpolttoa.				(= rajoittaa, vähentää)		
					*CONCEPTS*													
	1098			väitellä			Intransitive	—	HEAD:Noun + Case:Elative	HEAD:PostPosition + Base:kanssa + Gov_Case:Genitive		He väittelivät politiikasta minun kanssani koko illan.						
					*CONCEPTS*													
	1112			välittää			Intransitive	—	HEAD:Noun + Case:Elative			Pienistä virheistä ei kannata välittää.				was TR		
					*CONCEPTS*													
	1113			välittää			Transitive	POS:Verb + INF_FORM:Inf-A + Case:Lative				En välitä lähteä nyt ulos.				(= viitsi)		
					*CONCEPTS*													
	1120			välttyä		EPÄTOIVOTTU-A	Intransitive	—	HEAD:Noun + Case:Ablative			Poika välttyi rangaistukselta.						
					*CONCEPTS*				Syntax-ablative-epatoivottu-katsoja									
	1121			välttyä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Elative			Julia välttyi joutumasta vankilaan.						
					*CONCEPTS*													
	1118			välttää			Transitive	HEAD:Noun + Case:Partitive				Yritän välttää samaa virhettä.						
					*CONCEPTS*													
	1119			välttää			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Elative			Vältän tekemästä samoja virheitä uudestaan.						
					*CONCEPTS*													
	1147			väsyttää			Transitive	HEAD:Noun + Case:Partitive	POS:Verb + INF_FORM:Inf-A + Case:Lative			Minua väsyttää tehdä kotitöitä joka päivä.	Minua väsyttää.			(= kyllästyttää)		
					*CONCEPTS*			Syntax-tunnekausatiivi-object										
	1144			väsyä			Intransitive	—	HEAD:Noun + Case:Elative			Väsyn helposti oluesta.						
					*CONCEPTS*													
	1145			väsyä			Intransitive	—	HEAD:Noun + Case:Illative			He väsyivät miehen puheisiin.				(= kyllästyttää)		
					*CONCEPTS*													
	1146			väsyä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			He väsyivät kuuntelemaan miehen puheita.						
					*CONCEPTS*													
	1180			yhdistyä			Intransitive	—	HEAD:Noun-ONLY + Case:Translative			Maat yhdistyivät yhtenäiseksi valtioksi.						
					*CONCEPTS*													
	1179	4.4		yhdistää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative			Silta yhdistää saaren mantereeseen.  //  Yhdistän puhelun johtajalle.						
					*CONCEPTS*													
	1181			yhtyä			Intransitive	—	HEAD:Noun + Case:Illative			Yhdyn edelliseen puhujaan.				(= olla samaa mieltä kuin jku)		
					*CONCEPTS*													
	1182			ylentää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun-ONLY + Case:Translative	HEAD:Noun + Case:Elative		Hänet on ylennetty kenraaliksi.	Kenraali ylensi upseerin kapteenista majuriksi.					
					*CONCEPTS*													
	1184			ylettyä			Intransitive	—	HEAD:Noun + Case:Illative / HEAD:Noun + Case:Allative									
					*CONCEPTS*													
	1185			ylettyä			Intransitive	—	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Yletytkö ottamaan kirjan tuolta hyllyltä?						
					*CONCEPTS*													
	1183			yletä			Intransitive	—	HEAD:Noun-ONLY + Case:Translative	HEAD:Noun + Case:Inessive / HEAD:Noun + Case:Adessive			Hän yleni armeijassa kenraaliksi.					
					*CONCEPTS*													
	1186			ylistää			Transitive	HEAD:Noun + Case:Partitive				Kaikki ylistävät kirjailijan uutta teosta.						
					*CONCEPTS*													
	1191			yllyttää			Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Illative			Hän yllytti työläiset kapinaan.						
					*CONCEPTS*													
	1192			yllyttää			Transitive	HEAD:Noun + Case:Objective	POS:Verb + INF_FORM:Inf-Ma + Case:Illative			Hän yllytti meidät opiskelemaan suomea.						
					*CONCEPTS*													
	1187			ylläpitää			Transitive	HEAD:Noun + Case:Partitive				Poliisin tehtävä on ylläpitää järjestystä.				Poliisin tehtävä on pitää yllä järjestystä.		
					*CONCEPTS*													
	1190			yllättyä			Intransitive	—	HEAD:Noun + Case:Elative			Äiti yllättyi lasten lahjasta.						
					*CONCEPTS*													
	1188			yllättää		KEINO/VÄLINE 	Transitive	HEAD:Noun + Case:Objective	HEAD:Noun + Case:Adessive			Hän yllätti minut iloisesti puhelinsoitolla.	hän ei yllättänyt minua.					
